Publishing Date,City,Address,Type,Description,Price (in €),Number_Room,Number_Bedroom,Surface (in m²),Latitude,Longitude,Link,Salles d'eau,Toilettes,Surface séjour,Surface terrasse,Etage,Nbre d'étages,Exposition,Salles de bain,Vue,Environnement,Surface totale,Taxe foncière,Surface terrain,Taxe habitation
30/10/22,Sainte Luce,97228,Appartement,APPARTEMENT DANS RESIDENCE TOURISTIQUE,93500,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/225244389498005/,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,Sainte Luce Studio vue mer,127530,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/225204432272329/,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,Sainte Luce studio vue mer et accès direct à la plage.,127530,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/225204432272050/,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,T2 meublé au dernier étage de Pierre et Vacances,159140,2,0,32.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/224285541767915/,1,1,15.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,"Pierre et Vacances Sainte Luce, Studio pieds dans l'eau",104500,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/224242556377076/,1,1,0.0,0.0,2,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,Bel appartement T3 en duplex résidence sécurisée,175000,3,2,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/222254368236145/,2,2,30.0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,Studio Pierre et Vacances vue mer,119900,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/211130431989488/,1,1,0.0,0.0,1,2,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,Joli T3 dans résidence sécurisée belle vue campagne,172500,3,2,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/211130431989485/,1,1,23.0,0.0,2,5,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,SAINTE LUCE Studio Proche Plage,70000,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/211014553516691/,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,BEL APPARTEMENT VUE MER,104500,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/219224419291988/,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,SAINTE-LUCE proche de la plage,347550,6,3,170.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/219959964346056/,0,0,0.0,20.0,1,2,0,0,0,0,190.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,Studio 23.5m2 proximité plage,93500,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/219743245879827/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Sainte Luce,97228,Appartement,Sainte Luce Plage Gros Raisin Studio,78000,1,0,0.0,14.468281,-60.9214796,https://www.domimmo.com/martinique/immobilier/218645437698815/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Saint Esprit,97270,Appartement,"Vente Appartement 3 pièces 65,37 m2 à Saint Esprit",330220,3,2,0.0,14.5622729,-60.9326931,https://www.domimmo.com/martinique/immobilier/216294565933744/,1,1,22.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Saint Esprit,97270,Appartement,Appartement neuf vendu en VEFA,330220,3,2,0.0,14.5622729,-60.9326931,https://www.domimmo.com/martinique/immobilier/201118510657761/,1,1,22.0,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0.0
30/01/23,Le Lamentin,97232,Appartement,Vente Appartement 2 pièces,139000,2,0,58.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231304181144475/,0,0,29.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0
19/01/23,Le Lamentin,97232,Appartement,T3 A VENDRE AU LAMENTIN,220000,3,2,85.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231195315169311/,1,2,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
16/01/23,Le Lamentin,97232,Appartement,Appartement sis Résidence Valinaris Le Lamentin 2 pièces,115259,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231164267159425/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14/01/23,Le Lamentin,97232,Appartement,Appartement à vendre Le Lamentin,149000,3,2,69.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231144266092868/,0,1,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
13/01/23,Le Lamentin,97232,Appartement,[SOUS OFFRE] Appartement Ylan - T3 avec terrasse à 2 minutes,212000,3,2,65.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231131459784648/,1,1,0.0,19.0,1,4,0,0,Mer,Résidentiel,84.0,1500.0,0.0,0.0
12/01/23,Le Lamentin,97232,Appartement,Appartement à vendre Le Lamentin,129000,2,0,41.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231125108676849/,1,1,0.0,0.0,0,4,0,0,0,0,0.0,0.0,0.0,0.0
12/01/23,Le Lamentin,97232,Appartement,Appartement à vendre Le Lamentin,99000,1,0,31.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231125108676846/,1,1,0.0,0.0,2,3,0,0,0,0,0.0,0.0,0.0,0.0
12/01/23,Le Lamentin,97232,Appartement,Vente appartement - 3 pièce(s),152000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231124488573069/,1,0,0.0,0.0,2,3,0,0,0,0,0.0,0.0,0.0,0.0
10/01/23,Le Lamentin,97232,Appartement,VENTE : appartement (72 m²) au LAMENTIN,180000,0,0,72.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231104543857073/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
10/01/23,Le Lamentin,97232,Appartement,Appartement F3 de Standing avec une très grande terrasse,459000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231104454847183/,1,3,45.0,0.0,6,0,0,1,0,0,0.0,0.0,0.0,0.0
03/01/23,Le Lamentin,97232,Appartement,Appartement Le Lamentin 2 pièce(s) 37.70 m2,130000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/231341461797871/,0,0,0.0,0.0,0,4,0,0,0,0,0.0,0.0,0.0,0.0
21/12/22,Le Lamentin,97232,Appartement,LE LAMENTIN Quartier Morne Pavillon : Appartement récent F2,118000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221221434626555/,1,1,0.0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0
21/12/22,Le Lamentin,97232,Appartement,Appartement F4 dans une résidence calme et arborée,198000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221221431600361/,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20/12/22,Le Lamentin,97232,Appartement,LE LAMENTIN Quartier Morne Pavillon : Joli F2 Très bien sit,115000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221220444939993/,1,1,16.0,0.0,0,3,0,1,0,0,0.0,0.0,0.0,0.0
20/12/22,Le Lamentin,97232,Appartement,Appartement Le Lamentin 2 pièce(s) 65 m2,70000,2,0,42.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221220467316146/,0,0,0.0,0.0,0,3,0,1,0,0,0.0,0.0,0.0,0.0
20/12/22,Le Lamentin,97232,Appartement,Appartement Duplex LE LAMENTIN - 3 pièce(s) - 60 m2,195000,3,2,60.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221220407286486/,3,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1561.0,0.0
30/11/22,Le Lamentin,97232,Appartement,Local commercial de 46.5M2 offrant une belle visibilité à ve,92990,1,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221130444739863/,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
29/11/22,Le Lamentin,97232,Appartement,"Vente Appartement 2 pièces 32,77 m2 à Le Lamentin",165000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221129425445967/,1,1,0.0,0.0,2,2,0,0,0,0,0.0,902.0,0.0,0.0
27/11/22,Le Lamentin,97232,Appartement,LE LAMENTIN Quartier Morne Pavillon : APPARTEMENT F2,115000,2,0,35.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221127223534055/,1,1,17.0,0.0,0,4,0,0,0,0,0.0,0.0,0.0,0.0
27/11/22,Le Lamentin,97232,Appartement,LE LAMENTIN Quartier PALMISTE: Appartement de type F2,119900,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221127223534052/,1,1,18.0,0.0,2,3,0,0,0,0,0.0,0.0,0.0,0.0
24/11/22,Le Lamentin,97232,Appartement,Vente appartement 2 pièces RDC au Lamentin,115000,2,0,37.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221117236915261/,1,1,0.0,0.0,0,0,0,0,Mer,Résidentiel,0.0,840.0,0.0,0.0
22/11/22,Le Lamentin,97232,Appartement,VOTRE F4,190000,4,3,75.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221122233096717/,0,0,0.0,0.0,3,4,0,2,Mer,Résidentiel,0.0,1500.0,0.0,0.0
19/11/22,Le Lamentin,97232,Appartement,APPARTEMENT T2 PROCHE GALLERIA,125000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221119233914242/,1,1,0.0,0.0,2,4,0,0,Montagne,Résidentiel,0.0,948.0,0.0,0.0
17/11/22,Le Lamentin,97232,Appartement,Appartement Le Lamentin 3 pièce(s) 58.77 m2 disponible en ao,165000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221117446850353/,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
16/11/22,Le Lamentin,97232,Appartement,Appartement Le Lamentin 3 pièce(s) 58.77 m2 disponible en ma,175000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221116415698595/,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
16/11/22,Le Lamentin,97232,Appartement,Appartement Le Lamentin 2 pièce(s) 47.44 m2 disponible en ao,125000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221116415698592/,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
15/11/22,Le Lamentin,97232,Appartement,Appartement - Résidence Valmayore - Le LAMENTIN - 2 pièces,109500,2,0,39.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221115131218192/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15/11/22,Le Lamentin,97232,Appartement,Appartement TYPE 3,199950,3,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221115131218186/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15/11/22,Le Lamentin,97232,Appartement,Appartement - RESIDENCE VALINARIS Morne Pavillon - Le Lament,94240,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221115131218150/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15/11/22,Le Lamentin,97232,Appartement,Appartement Résidence VALMAYORE- Lamentin- 3 Pièces,170100,3,0,72.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221115131218111/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15/11/22,Le Lamentin,97232,Appartement,Appartement Le Lamentin 2 pièce(s) 47.44 m2 disponible en se,125000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221115418424445/,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
08/11/22,Le Lamentin,97232,Appartement,T3 neuf VEFA Haut de gamme dernier étage,384511,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221181638337175/,1,1,26.0,0.0,3,3,0,0,0,Résidentiel,0.0,0.0,0.0,0.0
08/11/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T3 Haut de gamme",345234,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221181633873853/,2,1,29.0,0.0,1,2,SE,0,Autre,Résidentiel,0.0,0.0,0.0,0.0
08/11/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 et T3 actable immédiatement",220000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221181628454831/,0,0,0.0,0.0,0,2,0,0,0,Résidentiel,0.0,0.0,0.0,0.0
08/11/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 Haut de gamme dernier étage",236651,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221181624277037/,1,1,0.0,0.0,0,2,SE,0,Autre,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Résidence Muscade,290000,3,2,75.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221028194294287/,2,1,0.0,15.0,1,4,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,T4 beaux volumes vue mer - Acajou Le Lamentin,214000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221027529616297/,2,2,0.0,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Clos de Bélème - T2 au T4 à partir de 212 625€,212625,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221026215323278/,1,0,0.0,0.0,0,2,0,0,Campagne,Campagne,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,BELVEDERE DU FORT - APPARTEMEMENT 4 PIECES NEUF AVEC TERRASS,535000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221024191543077/,0,2,0.0,0.0,2,4,NE,2,Mer,Campagne,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 Jardin Haut de gamme",228651,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020210222314/,1,1,0.0,0.0,0,2,SE,0,Autre,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T3 Haut de gamme",345234,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020204939754/,2,1,29.0,0.0,1,2,SE,0,Autre,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 Haut de gamme dernier étage",236651,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020203930427/,1,1,0.0,0.0,0,2,SE,0,Autre,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,T3 neuf VEFA Haut de gamme dernier étage,384511,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020152090202/,1,1,26.0,0.0,3,3,0,0,0,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 et T3 actable immédiatement",220000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221018163297725/,0,0,0.0,0.0,0,2,0,0,0,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"Vends Appt F4 de 100m², belle vue, Acajou, Lamentin",175000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221011441721778/,0,0,0.0,0.0,0,4,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"À Lamentin, appartement T2 au LAMENTIN",138000,2,0,40.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790868/,1,1,26.0,0.0,6,6,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Grand appartement T4 - Le Lamentin,290000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790766/,2,2,30.0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Appartement T3 à vendre au Lamentin,459000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790733/,1,1,45.0,0.0,6,0,0,1,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Vente Appartement 4 pièces 85 m2 à Le Lamentin,295000,4,3,85.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790727/,1,2,0.0,0.0,2,4,0,1,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Bel F3 à vendre 234 500 €,234500,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041434281712/,1,0,0.0,0.0,3,3,0,0,Campagne,Résidentiel,0.0,1287.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT 'T3' de 84m² à MAHAULT,219000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229284196745727/,1,2,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,T2 Proche de toutes commodités,155000,2,0,54.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229201233252581/,1,1,0.0,17.0,0,3,0,0,0,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Vente appartement - 3 pièce(s),174000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229134201170378/,0,1,0.0,0.0,2,3,0,1,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Appartement Le Lamentin 3 pièce(s) 54.88 m2,198000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229740152043663/,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"[SOUS COMPROMIS] Appartement Windy - 3 chambres, à 3 minutes",170000,4,3,94.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/228121540188761/,0,2,0.0,0.0,0,0,0,1,0,Résidentiel,0.0,1200.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Programme neuf . Appartements,206200,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/227271621964136/,1,1,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,T3 NEUF LE LAMENTIN,290000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/227544785416912/,0,0,0.0,0.0,0,5,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT T4 de STANDING (env. 115 m²) . Aménagé et équipé,291500,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226298573247654/,2,2,0.0,0.0,1,3,SE,0,Campagne,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Appartement 3 pièce(s) NEUFS - MAHAULT - LE LAMENTIN,345234,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226254477408942/,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT NEUF - MAHAULT - LE LAMENTIN,220650,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226254477408939/,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Magnifique T2 dans résidence sécurisée,158050,2,0,50.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226940920926916/,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Splendides appartements T2 et T3 de standing,220650,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226721192060872/,1,1,22.0,13.0,0,2,E,0,Campagne,Résidentiel,58.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"UN APPARTEMENT de type T2, situé au 1er étage",107500,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225201632850402/,1,0,0.0,12.0,2,1,0,0,0,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,T2 neuf haut de gamme dernier étage!,236650,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225941785088731/,1,1,21.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,T3 neuf VEFA Haut de gamme dernier étage,384511,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225941785088728/,1,1,26.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Appartements T3 neufs de standing avec vue mer,290000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/224261415557286/,0,2,0.0,0.0,0,5,S,2,Mer,Résidentiel,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,LAMENTIN - Mahaut - GRAND T3 avec garage,222000,3,2,85.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/224201517931745/,1,2,26.0,14.0,3,3,0,0,Campagne,Résidentiel,98.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"Vente Appartement 5 pièces 112,69 m2 à Le Lamentin",214000,5,4,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223225471640424/,2,2,0.0,0.0,3,0,0,0,0,0,0.0,1450.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Coquet T2-Le Lamentin,141863,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223194324013705/,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Bel appartement T2,136400,2,0,39.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223184365665360/,1,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"F3 Acajou, Résidence ALTAMIRA",160000,3,2,75.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/222171834191048/,1,1,0.0,0.0,0,4,E,0,Ville,Urbain,0.0,1197.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT T3 OXALIDE,164000,3,2,53.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/222841524460221/,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,LE LAMENTIN Quartier Palmiste : F2 en rez-de-chaussée,145000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211228448229448/,1,1,26.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"Vente Appartement 3 pièces 113,84 m2 à Le Lamentin",473000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211214417587465/,2,3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Appartement 3 pièce(s) 114 m2,472500,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211118450650588/,0,0,45.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Bel app T2 avec jolie vue dégagée sur espace vert,162410,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211021515739270/,1,1,17.0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Appartement à vendre Le Lamentin,160000,2,0,42.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/208264528826367/,1,0,0.0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,*T2 DE 41m² AVEC 12m² DE TERRASSE DANS UN RESIDENCE A VENDRE,160000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/197111921195648/,1,1,0.0,0.0,2,3,0,1,Autre,Résidentiel,54.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Magnifique résidence Clos de Bélème - Défiscalisation Loi Pi,164380,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/181129182899054/,0,0,0.0,0.0,0,4,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,LE LAMENTIN - PROGRAMME NEUF,218678,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/189543427811122/,2,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,Appartement type F3 duplex au Lamentin,184450,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/186165143406490/,0,1,0.0,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,LE LAMENTIN : appartement T3,131510,3,2,75.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/182673284711624/,1,1,25.0,0.0,2,3,0,0,0,0,0.0,0.0,0.0,0.0
30/10/22,Le Lamentin,97232,Appartement,"BEL APPARTEMENT T2 (env. 55 m²) , 1er étage... Belle Vue Dég",159100,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/182211334203214/,1,1,0.0,0.0,1,2,SO,0,Campagne,Résidentiel,0.0,0.0,55.0,0.0
30/10/22,Le Lamentin,97232,Appartement,LAMENTIN / BOIS D'ACAJOU T4 AVEC PARKINGS,245000,4,3,87.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/171027204621898/,2,0,0.0,30.0,1,3,0,0,0,Résidentiel,120.0,1807.0,0.0,0.0
