Publishing Date,City,Address,Type,Description,Price (in €),Number_Room,Number_Bedroom,Surface (in m²),Latitude,Longitude,Link
08/11/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 et T3 actable immédiatement",220000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221181628454831/
08/11/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 Haut de gamme dernier étage",236651,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221181624277037/
08/11/22,Le Lamentin,97232,Maison / Villa,Vente Villa 6 pièces 120 m2 à Le Lamentin,638000,6,4,120.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221184219300951/
06/11/22,Le Lamentin,97232,Maison / Villa,Vente Maison/villa 4 pièces,548000,4,3,85.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221164471167873/
05/11/22,Le Lamentin,97232,Maison / Villa,Maison Individuelle Lamentin,369000,11,5,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221154372917314/
05/11/22,Le Lamentin,97232,Terrain,Vente Terrain à Le Lamentin,430922,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221154186643942/
05/11/22,Le Lamentin,97232,Maison / Villa,"Villa, Piscine & garage Le Lamentin 5 pièce(s) 176.69 m2",647000,5,4,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221154619317480/
30/10/22,Le Lamentin,97232,Immeuble,97232 Lamentin - Immeuble,219000,10,5,255.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221029446735750/
30/10/22,Le Lamentin,97232,Appartement,Résidence Muscade,290000,3,2,75.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221028194294287/
30/10/22,Le Lamentin,97232,Appartement,T4 beaux volumes vue mer - Acajou Le Lamentin,214000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221027529616297/
30/10/22,Le Lamentin,97232,Appartement,Clos de Bélème - T2 au T4 à partir de 212 625€,212625,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221026215323278/
30/10/22,Le Lamentin,97232,Maison / Villa,Deux villas neuves VEFA à saisir sur le LAMENTIN (permis acc,335000,4,3,82.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221025192144213/
30/10/22,Le Lamentin,97232,Maison / Villa,Vente d'une maison de type F6 de 265m² au Lamentin,446000,8,5,265.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221025456255807/
30/10/22,Le Lamentin,97232,Appartement,BELVEDERE DU FORT - APPARTEMEMENT 4 PIECES NEUF AVEC TERRASS,535000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221024191543077/
30/10/22,Le Lamentin,97232,Maison / Villa,Lamentin - Terrain et Maison en VEFA Type T4,434000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221021134684118/
30/10/22,Le Lamentin,97232,Fonds de commerce,Restaurant Zone La Jambette Le Lamentin,85000,0,0,220.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221021455645966/
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 Jardin Haut de gamme",228651,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020210222314/
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T3 Haut de gamme",345234,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020204939754/
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 Haut de gamme dernier étage",236651,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020203930427/
30/10/22,Le Lamentin,97232,Appartement,T3 neuf VEFA Haut de gamme dernier étage,384511,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221020152090202/
30/10/22,Le Lamentin,97232,Appartement,"Résidence Jardin Dahlia, T2 et T3 actable immédiatement",220000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221018163297725/
30/10/22,Le Lamentin,97232,Maison / Villa,Maison Le Lamentin 5 pièce(s) 136.86 m2,426000,5,4,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221016614344742/
30/10/22,Le Lamentin,97232,Terrain,Terrain Le Lamentin 1540 m²,147000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221014448129347/
30/10/22,Le Lamentin,97232,Maison / Villa,Ensemble Immobilier Le Lamentin 7 pièces 310 m²,337000,7,4,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221012403897062/
30/10/22,Le Lamentin,97232,Fonds de commerce,Fonds de Commerce - Station de Lavage Automobile - 78 400€,78400,0,0,50.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221011455701104/
30/10/22,Le Lamentin,97232,Appartement,"Vends Appt F4 de 100m², belle vue, Acajou, Lamentin",175000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221011441721778/
30/10/22,Le Lamentin,97232,Maison / Villa,Villa d'architecte situé à acajou,690000,6,4,150.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221099681404385/
30/10/22,Le Lamentin,97232,Bureaux,A vendre Local Le lamentin MQUE,388800,0,0,160.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221074245256910/
30/10/22,Le Lamentin,97232,Local commercial,Un immeuble: 4 locaux professionnels et un logement F3,799500,0,0,250.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041522923781/
30/10/22,Le Lamentin,97232,Local commercial,Un immeuble: 4 locaux professionnels et un logement F3,799500,0,0,250.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041522923778/
30/10/22,Le Lamentin,97232,Maison / Villa,Havre de paix: Maison F5 sur terrain d'un hectare,698000,5,4,142.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041522923772/
30/10/22,Le Lamentin,97232,Appartement,"À Lamentin, appartement T2 au LAMENTIN",138000,2,0,40.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790868/
30/10/22,Le Lamentin,97232,Terrain,Terrain à vendre Lamentin,260000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790844/
30/10/22,Le Lamentin,97232,Appartement,Grand appartement T4 - Le Lamentin,290000,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790766/
30/10/22,Le Lamentin,97232,Appartement,Appartement T3 à vendre au Lamentin,459000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790733/
30/10/22,Le Lamentin,97232,Appartement,Vente Appartement 4 pièces 85 m2 à Le Lamentin,295000,4,3,85.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790727/
30/10/22,Le Lamentin,97232,Local commercial,Un immeuble: 4 locaux professionnels et un logement F3,799500,0,0,250.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790670/
30/10/22,Le Lamentin,97232,Local commercial,Un immeuble: 4 locaux professionnels et un logement F3,799500,0,0,250.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790667/
30/10/22,Le Lamentin,97232,Maison / Villa,Havre de paix: Maison F5 sur terrain d'un hectare,698000,5,4,142.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041516790658/
30/10/22,Le Lamentin,97232,Appartement,Bel F3 à vendre 234 500 €,234500,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221041434281712/
30/10/22,Le Lamentin,97232,Local commercial,Local commercial de 46.5M2 offrant une belle visibilité à ve,92990,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229295108589873/
30/10/22,Le Lamentin,97232,Terrain,Terrain Le Lamentin 822 m2,136000,0,0,822.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229284505391053/
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT 'T3' de 84m² à MAHAULT,219000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229284196745727/
30/10/22,Le Lamentin,97232,Terrain,TERRAIN A BATIR,201850,0,0,890.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229234372538588/
30/10/22,Le Lamentin,97232,Terrain,Beau et grand terrain,567000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229232101609646/
30/10/22,Le Lamentin,97232,Immeuble,Un immeuble comprenant 5 locaux professionnels,799500,12,0,250.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229214354032203/
30/10/22,Le Lamentin,97232,Maison / Villa,MAISON T4 + T3 avec entrée indépendante JEANNE D'ARC,279000,8,6,253.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229214193989320/
30/10/22,Le Lamentin,97232,Appartement,T2 Proche de toutes commodités,155000,2,0,54.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229201233252581/
30/10/22,Le Lamentin,97232,Maison / Villa,VILLA 4 Chambres / Bureau / Piscine Le Lamentin,645000,7,4,251.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229155113289346/
30/10/22,Le Lamentin,97232,Terrain,Terrain à bâtir de 560m2,140390,0,0,560.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229155245866023/
30/10/22,Le Lamentin,97232,Appartement,Vente appartement - 3 pièce(s),174000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229134201170378/
30/10/22,Le Lamentin,97232,Maison / Villa,Villa T4 Jumelée Duplex,265000,4,3,87.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229122037315985/
30/10/22,Le Lamentin,97232,Appartement,Appartement Le Lamentin 3 pièce(s) 54.88 m2,198000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229740152043663/
30/10/22,Le Lamentin,97232,Maison / Villa,La Villa Tropicale en secteur CACEM,566000,4,3,156.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229642844529381/
30/10/22,Le Lamentin,97232,Terrain,Terrain constructible Le Lamentin 1239 m2,129000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/229246259567500/
30/10/22,Le Lamentin,97232,Appartement,"[SOUS COMPROMIS] Appartement Windy - 3 chambres, à 3 minutes",170000,4,3,94.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/228121540188761/
30/10/22,Le Lamentin,97232,Terrain,Terrain à bâtir de 4 300m²,391000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/228942449251104/
30/10/22,Le Lamentin,97232,Appartement,Programme neuf . Appartements,206200,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/227271621964136/
30/10/22,Le Lamentin,97232,Maison / Villa,Maison sur 3 niveaux au Lamentin,246000,11,8,305.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/227194223455543/
30/10/22,Le Lamentin,97232,Appartement,T3 NEUF LE LAMENTIN,290000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/227544785416912/
30/10/22,Le Lamentin,97232,Local commercial,"Dpt Martinique (972), à vendre LE LAMENTIN Local artisanal",115000,1,0,61.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226304512697480/
30/10/22,Le Lamentin,97232,Local commercial,"Dpt Martinique (972), à vendre LE LAMENTIN Local d'activité",158050,3,0,91.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226304512697354/
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT T4 de STANDING (env. 115 m²) . Aménagé et équipé,291500,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226298573247654/
30/10/22,Le Lamentin,97232,Appartement,Appartement 3 pièce(s) NEUFS - MAHAULT - LE LAMENTIN,345234,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226254477408942/
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT NEUF - MAHAULT - LE LAMENTIN,220650,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226254477408939/
30/10/22,Le Lamentin,97232,Appartement,Magnifique T2 dans résidence sécurisée,158050,2,0,50.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226940920926916/
30/10/22,Le Lamentin,97232,Appartement,Splendides appartements T2 et T3 de standing,220650,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226721192060872/
30/10/22,Le Lamentin,97232,Local commercial,Un immeuble comprenant 5 locaux professionnels,799500,12,0,250.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226443547608947/
30/10/22,Le Lamentin,97232,Maison / Villa,Belle villa F4 sur terrain de 681 m2,286700,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226243641141976/
30/10/22,Le Lamentin,97232,Maison / Villa,Belle villa sur terrain de 509 m2,276700,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/226243641141973/
30/10/22,Le Lamentin,97232,Maison / Villa,Lamentin - Rare - Maison de ville T4 avec jardin privatif ar,224700,4,2,67.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225314432449411/
30/10/22,Le Lamentin,97232,Appartement,"UN APPARTEMENT de type T2, situé au 1er étage",107500,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225201632850402/
30/10/22,Le Lamentin,97232,Maison / Villa,Pays mêlé - villa F4 sur terrain de 665 m2,279700,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225204146161510/
30/10/22,Le Lamentin,97232,Immeuble,A VENDRE Immeuble de 200m² à LE LAMENTIN,260000,5,2,200.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225174504710393/
30/10/22,Le Lamentin,97232,Appartement,T2 neuf haut de gamme dernier étage!,236650,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225941785088731/
30/10/22,Le Lamentin,97232,Appartement,T3 neuf VEFA Haut de gamme dernier étage,384511,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/225941785088728/
30/10/22,Le Lamentin,97232,Terrain,Grand terrain de 4459m2 à la vente quartier Grand Champ - La,446990,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/224274549589722/
30/10/22,Le Lamentin,97232,Appartement,Appartements T3 neufs de standing avec vue mer,290000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/224261415557286/
30/10/22,Le Lamentin,97232,Appartement,LAMENTIN - Mahaut - GRAND T3 avec garage,222000,3,2,85.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/224201517931745/
30/10/22,Le Lamentin,97232,Maison / Villa,Belle villa F4 sur terrain de 793 m2,296700,4,3,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/224107234469477/
30/10/22,Le Lamentin,97232,Maison / Villa,VILLA DE 385 M² DE 2 NIVEAUX SUR UN TERRAIN DE 1300 M²,510000,7,7,264.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223231439715345/
30/10/22,Le Lamentin,97232,Appartement,"Vente Appartement 5 pièces 112,69 m2 à Le Lamentin",214000,5,4,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223225471640424/
30/10/22,Le Lamentin,97232,Appartement,Coquet T2-Le Lamentin,141863,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223194324013705/
30/10/22,Le Lamentin,97232,Appartement,Bel appartement T2,136400,2,0,39.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223184365665360/
30/10/22,Le Lamentin,97232,Terrain,TERRAIN VIABILISÉ - BOIS CARRÉ - LE LAMENTIN,199900,0,0,889.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223174262070337/
30/10/22,Le Lamentin,97232,Terrain,Terrain Le Lamentin 4459 m2,578000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/223154239107288/
30/10/22,Le Lamentin,97232,Terrain,"Lamentin, terrain plat de 957m2, vue dégagée",166900,0,0,957.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/222244562451243/
30/10/22,Le Lamentin,97232,Appartement,"F3 Acajou, Résidence ALTAMIRA",160000,3,2,75.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/222171834191048/
30/10/22,Le Lamentin,97232,Local commercial,Local commercial Le Lamentin 31.80m2,110000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/222174483430723/
30/10/22,Le Lamentin,97232,Appartement,APPARTEMENT T3 OXALIDE,164000,3,2,53.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/222841524460221/
30/10/22,Le Lamentin,97232,Terrain,BIEN RARE SUR LE LAMENTIN,153120,0,0,672.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221292213716376/
30/10/22,Le Lamentin,97232,Local commercial,LOCAL COMMERCIAL 46 M2,162000,0,0,46.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221214392528564/
30/10/22,Le Lamentin,97232,Terrain,Vente terrain 3942 m² à Belème LAMENTIN,345000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/221171419715874/
30/10/22,Le Lamentin,97232,Appartement,LE LAMENTIN Quartier Palmiste : F2 en rez-de-chaussée,145000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211228448229448/
30/10/22,Le Lamentin,97232,Appartement,"Vente Appartement 3 pièces 113,84 m2 à Le Lamentin",473000,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211214417587465/
30/10/22,Le Lamentin,97232,Maison / Villa,Programme la Quiétude et l'Escale défiscalisation Martinique,248000,3,2,54.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211284359095135/
30/10/22,Le Lamentin,97232,Maison / Villa,Maison F5 à vendre à LAMENTIN,430000,5,4,150.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211232222619058/
30/10/22,Le Lamentin,97232,Appartement,Appartement 3 pièce(s) 114 m2,472500,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211118450650588/
30/10/22,Le Lamentin,97232,Appartement,Bel app T2 avec jolie vue dégagée sur espace vert,162410,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/211021515739270/
30/10/22,Le Lamentin,97232,Immeuble,"Au Lamentin, immobilier de prestige : immeuble à vendre",520000,11,8,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/219520468241044/
30/10/22,Le Lamentin,97232,Fonds de commerce,Fonds de commerce d'une grande surface non alimentaire 665 m,350000,0,0,665.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/218134354909247/
30/10/22,Le Lamentin,97232,Terrain,Terrain Le Lamentin 900 m2,200000,0,0,900.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/217645696153848/
30/10/22,Le Lamentin,97232,Terrain,Terrain avec bâtiments à vendre au Lamentin,918905,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/216294197182227/
30/10/22,Le Lamentin,97232,Immeuble,Immeubles de rapport à vendre au Lamentin,918905,20,0,456.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/216294197182167/
30/10/22,Le Lamentin,97232,Terrain,TERRAIN DANS SECTEUR RESIDENTIEL,125000,0,0,700.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/215271843744182/
30/10/22,Le Lamentin,97232,Immeuble,Immeuble de rapport - 180m2 - Investissement au Lamentin,207500,6,0,180.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/215254188040234/
30/10/22,Le Lamentin,97232,Terrain,LAMENTIN - Terrain,90000,0,2,616.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/214291603145626/
30/10/22,Le Lamentin,97232,Immeuble,Vente Immeuble à Le Lamentin,685000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/213254537585703/
30/10/22,Le Lamentin,97232,Immeuble,Immeuble de rapport en bon état idéalement situé sur la comm,685000,0,0,220.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/212114527538015/
30/10/22,Le Lamentin,97232,Appartement,Appartement à vendre Le Lamentin,160000,2,0,42.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/208264528826367/
30/10/22,Le Lamentin,97232,Appartement,*T2 DE 41m² AVEC 12m² DE TERRASSE DANS UN RESIDENCE A VENDRE,160000,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/197111921195648/
30/10/22,Le Lamentin,97232,Appartement,Magnifique résidence Clos de Bélème - Défiscalisation Loi Pi,164380,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/181129182899054/
30/10/22,Le Lamentin,97232,Appartement,LE LAMENTIN - PROGRAMME NEUF,218678,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/189543427811122/
30/10/22,Le Lamentin,97232,Maison / Villa,Vente jolie villa 4 pièces avec piscine + 1 bungalow de 3 pi,530000,4,3,100.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/187913516743968/
30/10/22,Le Lamentin,97232,Appartement,Appartement type F3 duplex au Lamentin,184450,3,2,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/186165143406490/
30/10/22,Le Lamentin,97232,Terrain,VENDS TERRAIN CONSTRUCTIBLE QUARTIER ACAJOU NORD,144000,0,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/184920224643502/
30/10/22,Le Lamentin,97232,Appartement,LE LAMENTIN : appartement T3,131510,3,2,75.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/182673284711624/
30/10/22,Le Lamentin,97232,Appartement,"BEL APPARTEMENT T2 (env. 55 m²) , 1er étage... Belle Vue Dég",159100,2,0,0.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/182211334203214/
30/10/22,Le Lamentin,97232,Appartement,LAMENTIN / BOIS D'ACAJOU T4 AVEC PARKINGS,245000,4,3,87.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/171027204621898/
30/10/22,Le Lamentin,97232,Appartement,LAMENTIN - Mahaut - Gd F4 avec garage,245000,4,3,94.0,14.614557,-61.0018145,https://www.domimmo.com/martinique/immobilier/171020176936424/
30/01/23,Le Morne Rouge,97260,Maison / Villa,Morne Rouge - Superbe maison sur un terrain plat de 1300m²,320000,6,4,138.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/231300882395380/
24/01/23,Le Morne Rouge,97260,Maison / Villa,Maison Le Morne Rouge 6 pièce(s),283000,6,4,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/231244734339260/
20/01/23,Le Morne Rouge,97260,Maison / Villa,Maison composée de deux appartements à vendre 189000 EUR au ,189000,8,6,118.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/231205299753289/
12/01/23,Le Morne Rouge,97260,Terrain,Belle parcelle d'environ 830m² plate - Lotissement Morne Rou,87990,0,0,832.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/231125259507036/
16/12/22,Le Morne Rouge,97260,Maison / Villa,VENTE : maison F3 (80 m²) au MORNE ROUGE,330000,3,2,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221216464667988/
02/12/22,Le Morne Rouge,97260,Terrain,Terrain plat avec vue mer,55000,0,0,429.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221224458766266/
18/11/22,Le Morne Rouge,97260,Maison / Villa,Maison individuelle,335000,4,2,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221118456809790/
15/11/22,Le Morne Rouge,97260,Terrain,Terrain de 955 m² Morne Rouge,87800,0,0,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221115131218141/
15/11/22,Le Morne Rouge,97260,Maison / Villa,MAISON T4 AVEC DEPENDANCE - LE MORNE-ROUGE,280000,4,3,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221115417789750/
08/11/22,Le Morne Rouge,97260,Terrain,Vente Terrain 621 m2 à Le Morne Rouge,88000,0,0,621.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221184219300987/
08/11/22,Le Morne Rouge,97260,Terrain,Vente Terrain 429 m2 à Le Morne Rouge,61000,0,0,429.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221184219300984/
08/11/22,Le Morne Rouge,97260,Terrain,Vente Terrain 432 m2 à Le Morne Rouge,61000,0,0,432.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221184219300948/
08/11/22,Le Morne Rouge,97260,Maison / Villa,Villa Le Morne Rouge 305 m2,498000,9,7,361.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221184090128395/
30/10/22,Le Morne Rouge,97260,Maison / Villa,Maison Style Colonial ( T7 de 334 m2),300000,7,6,334.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/221026154623114/
30/10/22,Le Morne Rouge,97260,Maison / Villa,Maison T7 à vendre au MORNE ROUGE,290000,10,6,400.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/229304472516890/
30/10/22,Le Morne Rouge,97260,Maison / Villa,Villa Le Morne Rouge,218000,4,3,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/229304622555316/
30/10/22,Le Morne Rouge,97260,Maison / Villa,MAISON 'DUPLEX' MITOYENNE 150m² LOTISSEMENT MESPONT MORNE RO,98000,6,5,150.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/229294168861946/
30/10/22,Le Morne Rouge,97260,Maison / Villa,Maison Le Morne Rouge 4 pièce(s) 87.588 m2,150000,4,3,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/229244107836897/
30/10/22,Le Morne Rouge,97260,Terrain,Vente d'un terrain de 500 m² au MORNE ROUGE,61000,0,0,500.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/229174344992765/
30/10/22,Le Morne Rouge,97260,Terrain,Terrain plat de 832m2 dans un lotissement calme - Morne Roug,87990,0,0,832.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/228264413413029/
30/10/22,Le Morne Rouge,97260,Terrain,Terrain de 1 120 m² à vendre au MORNE ROUGE,108680,0,0,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/228544130459213/
30/10/22,Le Morne Rouge,97260,Terrain,Beau terrain à bâtir dans un cadre verdoyant,214000,0,0,0.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/227109451663129/
30/10/22,Le Morne Rouge,97260,Maison / Villa,PETITE MAISON T4 A RENOVER AU MORNE ROUGE,97900,4,3,72.0,14.7740692,-61.1347065,https://www.domimmo.com/martinique/immobilier/226145244646494/
