Publishing Date,City,Address,Type,Description,Price (in €),Number_Room,Number_Bedroom,Surface (in m²),Latitude,Longitude,Link
30/10/22,Fort de France,97200,Appartement,APPARTEMENT T4 Duplex A Vendre FORT DE FRANCE Didier,871500,4,0,188.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223194107180784/
30/10/22,Fort de France,97200,Appartement,Appartement Fort De France 4 pièce(s) 68 m2,113400,4,3,68.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223184391406741/
30/10/22,Fort de France,97200,Appartement,T3 à vendre,208650,3,2,100.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223175124520705/
30/10/22,Fort de France,97200,Appartement,Fort de France : Grand T2 tout équipé avec vue mer à vendre,229000,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223164255592306/
30/10/22,Fort de France,97200,Local commercial,Locaux d'activité,682000,0,0,400.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223154465844149/
30/10/22,Fort de France,97200,Appartement,APPARTEMENT CENTRE FORT DE FRANCE,62700,2,0,38.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223154040194840/
30/10/22,Fort de France,97200,Local commercial,Locaux de 221 m² à vendre à Dillon,230000,0,0,221.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223142220142983/
30/10/22,Fort de France,97200,Appartement,"Vente Appartement 5 pièces 110,1 m2 à Fort de France",230050,5,4,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223842723800591/
30/10/22,Fort de France,97200,Bureaux,A VENDRE Bureaux Fort De France 220 m2 Etang Z'Abricots,631500,0,0,220.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223543078815166/
30/10/22,Fort de France,97200,Appartement,Les terrasses de Saint Paul Résidence T3 jardin piscine (uni,448497,3,2,250.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223541730183334/
30/10/22,Fort de France,97200,Appartement,T5 duplex de standing à vendre,353100,5,4,125.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/223523835640865/
30/10/22,Fort de France,97200,Local commercial,"A VENDRE, VEFA, Fort de france , local commercial de 150m2 e",472500,0,0,150.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222272073271253/
30/10/22,Fort de France,97200,Maison / Villa,Maison de ville 200m2 - Fort de France,220000,4,3,142.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222264112053587/
30/10/22,Fort de France,97200,Immeuble,Immeuble de rapport,270000,0,0,192.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222234361228763/
30/10/22,Fort de France,97200,Appartement,"Appartement Fort De France 3 pièce(s) 84,00 m2 C006",300000,3,2,84.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222194474713638/
30/10/22,Fort de France,97200,Local commercial,A vendre - local professionnel à Etang Zabricot,632000,0,0,220.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222174573242410/
30/10/22,Fort de France,97200,Appartement,CLAIRIERE : Très beau T3 avec grande terrasse et VUE MER,270000,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222164449924419/
30/10/22,Fort de France,97200,Appartement,FORT DE FRANCE Quartier Gerbault : F2,162880,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222124352486087/
30/10/22,Fort de France,97200,Maison / Villa,Maison Fort De France 5 pièce(s) 3263 m2,365000,5,4,119.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222845427974040/
30/10/22,Fort de France,97200,Appartement,FORT DE FRANCE / Desrochers : Appartement T2 + cave et garag,135000,2,0,41.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222747168724255/
30/10/22,Fort de France,97200,Appartement,Appartement-T4- Fort-de-France,234300,4,3,84.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/222341182121858/
30/10/22,Fort de France,97200,Immeuble,Immeuble de rapport 150 m2 - FDF,215000,0,0,150.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221294317954418/
30/10/22,Fort de France,97200,Bureaux,FORT DE FRANCE / Zone Franche de Dillon Stade,416000,0,0,160.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221294101335570/
30/10/22,Fort de France,97200,Local commercial,Local commercial Fort De France,61000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221254201747284/
30/10/22,Fort de France,97200,Maison / Villa,Villa COUP DE COEUR- TYPE F5-Fort-de-France,748000,5,4,153.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221254276534730/
30/10/22,Fort de France,97200,Appartement,T3 neufs à l'étang z'abricot - VEFA,296000,3,2,68.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221191935375117/
30/10/22,Fort de France,97200,Appartement,Beau T4 lumineux de standing à vendre dans une petite réside,322000,4,3,94.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221191934512793/
30/10/22,Fort de France,97200,Immeuble,"Immeuble comprenant 1 studio, 7 appartements situé à FORT DE",785000,17,14,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221191745102892/
30/10/22,Fort de France,97200,Appartement,Fort de France Quartier Etang Z'Abricot : Grand Appartement,687750,4,3,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221161520557047/
30/10/22,Fort de France,97200,Immeuble,Immeuble de rapport Fort-de-France 10 pièce(s) 460 m²,486000,10,9,460.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221154133072628/
30/10/22,Fort de France,97200,Appartement,Résidence PERLE D'Ô,649000,4,3,139.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221121449230242/
30/10/22,Fort de France,97200,Appartement,"Dpt Martinique (972), à vendre FORT DE FRANCE Pour investiss",224932,5,4,123.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/221643549839079/
30/10/22,Fort de France,97200,Maison / Villa,Maison F5 à Morne Morissot (FdF),100000,4,3,114.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211229442184279/
30/10/22,Fort de France,97200,Local commercial,Fond de commerce GLACIER et RESTAURATION RAPIDE 60 M2,130000,0,0,60.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211215440214195/
30/10/22,Fort de France,97200,Maison / Villa,Villa fort potentiel secteur BALATA,517000,13,9,316.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211215421421589/
30/10/22,Fort de France,97200,Appartement,FORT DE FRANCE / TERRES SAINTVILLE : APPARTEMENT T4 A RAFRAI,80000,4,3,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211124419818315/
30/10/22,Fort de France,97200,Appartement,"Vente Appartement 1 pièce 27,59 m2 à Fort de France",124000,1,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211119427445824/
30/10/22,Fort de France,97200,Immeuble,Immeuble Fort-de-france 311.99 m2,618000,8,6,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211118457590711/
30/10/22,Fort de France,97200,Appartement,La Calèche,206200,2,0,41.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211117447849458/
30/10/22,Fort de France,97200,Local commercial,A vendre local commercial bien siué au centre ville,800000,0,0,200.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211160864942683/
30/10/22,Fort de France,97200,Appartement,Appartement Didier Fort De France 3 pièce(s) 91.90 m2,428000,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211031510274565/
30/10/22,Fort de France,97200,Immeuble,Immeuble à usage professionnel,2083000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211021534474443/
30/10/22,Fort de France,97200,Maison / Villa,VILLA FORT DE FRANCE DIDIER,682500,6,0,300.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211021524961010/
30/10/22,Fort de France,97200,Maison / Villa,A vendre villa jumelée de type F4 duplex ( NEUF),360000,4,3,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211018233358292/
30/10/22,Fort de France,97200,Appartement,Bel Appartement,93500,1,0,38.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211013424990065/
30/10/22,Fort de France,97200,Appartement,Les terrasses de Saint Paul Résidence (unique en Martinique),256877,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211024151881493/
30/10/22,Fort de France,97200,Appartement,T1 Les terrasses de Saint Paul Résidence de prestige en Mart,193755,1,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211024151881490/
30/10/22,Fort de France,97200,Appartement,T1 Les terrasses de Saint Paul Résidence (unique en Martiniq,189840,1,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211014372458112/
30/10/22,Fort de France,97200,Appartement,Les terrasses de Saint Paul Résidence (unique en Martinique),425954,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211014372458109/
30/10/22,Fort de France,97200,Immeuble,Grand bâtiment de 1 800 m² à usage commercial et professionn,850000,0,0,1800.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219294261883344/
30/10/22,Fort de France,97200,Appartement,FORT DE FRANCE / Ravine Vilaine : Joli T3 avec cave et parki,170000,3,2,68.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219294249304282/
30/10/22,Fort de France,97200,Terrain,Sur les Hauteurs de Fort de France,337050,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219284191534453/
30/10/22,Fort de France,97200,Immeuble,A VENDRE IMMEUBLE A FORT DE FRANCE RUE VICTOR HUGO,599000,0,0,450.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219231387619023/
30/10/22,Fort de France,97200,Fonds de commerce,Vente Fonds de commerce 480 m2 à Fort de France,1285000,0,0,480.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219234531973335/
30/10/22,Fort de France,97200,Maison / Villa,Villa de caractère route de Didier à Fort-de-France,680000,5,4,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219224213647782/
30/10/22,Fort de France,97200,Fonds de commerce,Vente Fonds de commerce à Fort de France,190000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219174432551826/
30/10/22,Fort de France,97200,Appartement,"Vente Appartement 2 pièces 42,19 m2 à Fort de France",198000,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219174432551820/
30/10/22,Fort de France,97200,Immeuble,Immeuble au centre-ville de Fort de France,372750,0,0,255.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219114886530966/
30/10/22,Fort de France,97200,Immeuble,Immeuble Fort De France 6 pièces 115 m²,185000,6,4,115.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/219342442054164/
30/10/22,Fort de France,97200,Immeuble,Programme neuf Fort De France 4 pièces 90.38 m2,570000,4,3,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/218314293345913/
30/10/22,Fort de France,97200,Appartement,DERNIER LOT T3 NEUF Sur MARINA de Fort de France,296000,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217314313956605/
30/10/22,Fort de France,97200,Immeuble,IMMEUBLE CENTRE VILLE BIEN SITUE - FORT DE FRANCE,370000,7,5,340.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217272151476957/
30/10/22,Fort de France,97200,Maison / Villa,Villa 2 pièces à SAISIR,61600,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217234375773503/
30/10/22,Fort de France,97200,Appartement,Exclusivité immeuble de 14 appartements Route de Didier,1300000,20,14,587.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217222063028297/
30/10/22,Fort de France,97200,Immeuble,Exclusivité immeuble de 14 appartements Route de Didier,1300000,20,14,587.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217221954203435/
30/10/22,Fort de France,97200,Immeuble,FORT DE FRANCE / Balata - Immeuble de rapport fort potentiel,550000,17,0,390.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217188586237007/
30/10/22,Fort de France,97200,Immeuble,Local commercial aux Terresainvilles,183222,0,0,155.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217164206594368/
30/10/22,Fort de France,97200,Appartement,Appartement 3 pièce(s) 72.28 m2 FORT DE FRANCE,118800,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217134483739501/
30/10/22,Fort de France,97200,Immeuble,Idéal pour la restauration,290001,0,0,111.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/217153145943175/
30/10/22,Fort de France,97200,Local commercial,Programme neuf,206200,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216225098118164/
30/10/22,Fort de France,97200,Immeuble,Maison Fort De France,83000,3,0,64.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216181246914474/
30/10/22,Fort de France,97200,Local commercial,Local commercial Fort De France,2500000,0,0,2500.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216181246914354/
30/10/22,Fort de France,97200,Maison / Villa,BELLE VILLA T5 DE 249 M² SUR UN TERRAIN DE 2480 M² AVEC VUE ,510000,5,4,200.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216151526214552/
30/10/22,Fort de France,97200,Local commercial,A vendre Local commercial Fort De France 84 m2,104500,0,0,84.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216124331493320/
30/10/22,Fort de France,97200,Local commercial,"Superbe duplex T2 au centre de Fort de France de 85,40 m²",156000,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216104138312977/
30/10/22,Fort de France,97200,Appartement,Résidence TOPAZE - F3 - A TITRE D'INVESTISSEMENT,149800,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216920407626275/
30/10/22,Fort de France,97200,Immeuble,Immeuble à Fort De France,120450,0,0,95.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216444150860418/
30/10/22,Fort de France,97200,Terrain,Terrain a saisir à Fort de France,30000,0,0,225.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/216444150860415/
30/10/22,Fort de France,97200,Immeuble,Fort de France - Immeuble à rapport locatif,840000,0,0,443.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/215311421772690/
30/10/22,Fort de France,97200,Appartement,FORT DE FRANCE - INVESTISSEMENT LOCATIF !,75000,3,2,45.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/215124172841587/
30/10/22,Fort de France,97200,Fonds de commerce,Locaux commerciaux disponibles,366632,1,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/215124172841434/
30/10/22,Fort de France,97200,Terrain,Terrain Fort de France,100000,0,0,114.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/215124172841284/
30/10/22,Fort de France,97200,Immeuble,CENTRE-VILLE - Immeuble sur 3 niveaux vendu vide,360000,10,4,300.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/214301425532748/
30/10/22,Fort de France,97200,Appartement,Vente appartement 4 pièces les Hauts du Port - Belle vue mer,140000,4,3,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/214271911270973/
30/10/22,Fort de France,97200,Maison / Villa,Villa F8 de 232 m² vue mer - FORT DE FRANCE,417000,8,3,173.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/214161419723941/
30/10/22,Fort de France,97200,Appartement,FORT DE FRANCE / Etang Zabricot : Appartement T3 neuf défisc,299000,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/214144299963408/
30/10/22,Fort de France,97200,Appartement,MARINA /FORT DE FRANCE / PROGRAMME NEUF /APPARTEMENTS DE STA,204000,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/213291548594921/
30/10/22,Fort de France,97200,Maison / Villa,Vente Villa 5 pièces 140 m2 à Fort de France,196362,5,4,140.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/213204175736160/
30/10/22,Fort de France,97200,Dépôt / Entrepôt,"A VENDRE , immeuble R+2 , centre ville 346m2",619500,0,0,346.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/213142011586671/
30/10/22,Fort de France,97200,Bureaux,"A VENDRE , fort de france bureau de 60m2 a l'etage d'un imme",130000,0,0,60.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/213111236727834/
30/10/22,Fort de France,97200,Maison / Villa,A VENDRE FORT DE FRANCE T5 proche du CHU,759200,6,4,154.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/213111236727816/
30/10/22,Fort de France,97200,Bureaux,A VENDRE FORT DE FRANCE PLATEAU DE BUREAUX DE 679M2,962480,0,0,679.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/213111236727735/
30/10/22,Fort de France,97200,Local commercial,LOCAL 45 M² - FORT DE FRANCE,130000,2,0,45.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/212222378241614/
30/10/22,Fort de France,97200,Appartement,"À Fort-De-France, appartement balcon en vente pour famille a",237600,3,2,75.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/212214471148577/
30/10/22,Fort de France,97200,Maison / Villa,Vente villa jumelée de type F4 duplex,360000,4,3,97.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/212523344652095/
30/10/22,Fort de France,97200,Maison / Villa,Vente villa jumelée de type F4 duplex,360000,4,3,97.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/212523334379121/
30/10/22,Fort de France,97200,Appartement,Vente appartement 4 pièces de très bon standing à DIDIER,435000,4,3,100.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/212522668295883/
30/10/22,Fort de France,97200,Maison / Villa,MAISON T5 - 100M2 - DILLON - FORT DE FRANCE,265000,5,4,100.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/211262175400752/
30/10/22,Fort de France,97200,Immeuble,Immeuble de rapport - Terres sainville,319000,15,8,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201211429534524/
30/10/22,Fort de France,97200,Maison / Villa,FORT DE FRANCE / Trenelle - Maison à rénover - Deux T3,170000,5,3,107.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201127447953205/
30/10/22,Fort de France,97200,Local commercial,Local commercial Fort De France 61 M²,85000,0,0,61.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201120446286971/
30/10/22,Fort de France,97200,Local commercial,Grand Local commercial rue Lamartine,150000,0,0,135.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201026155746924/
30/10/22,Fort de France,97200,Immeuble,CENTRE-VILLE - Immeuble sur 3 niveaux vendu vide,659000,4,0,278.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/209161904291116/
30/10/22,Fort de France,97200,Bureaux,Beau bureau à vendre,120000,2,0,40.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/209151342943857/
30/10/22,Fort de France,97200,Appartement,Beau T3 refait à neuf,160000,3,2,75.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/207201849839642/
30/10/22,Fort de France,97200,Terrain,Terrain de 2000 m² situé à Fort de France.,268750,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/207510156177438/
30/10/22,Fort de France,97200,Appartement,F2 POUR INVESTISSEMENT LOCATIF SUR FORT-DE-FRANCE,121900,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/203171138964565/
30/10/22,Fort de France,97200,Maison / Villa,"Maison T3, proche centre ville",158000,3,2,120.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/203321277498452/
30/10/22,Fort de France,97200,Immeuble,Immeuble au centre ville de Fort De France,247250,0,0,328.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/202294203436820/
30/10/22,Fort de France,97200,Local commercial,"À Fort-De-France, de 99m2 à vendre 139000 EUR",139000,0,0,99.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/202124437203121/
30/10/22,Fort de France,97200,Immeuble,Idéal pour investissement,301000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/202114278051670/
30/10/22,Fort de France,97200,Appartement,RESIDENCE DE STANDING,250000,3,2,70.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/202115202936413/
30/10/22,Fort de France,97200,Appartement,Appartements de standing - Vue mer exceptionnelle,189000,2,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201145319632509/
30/10/22,Fort de France,97200,Appartement,Appartements de standing - Vue mer exceptionnelle,289000,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201145319632500/
30/10/22,Fort de France,97200,Terrain,Beau Terrain,365000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201619545113085/
30/10/22,Fort de France,97200,Bureaux,Local professionnel,265000,6,0,157.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201619545113073/
30/10/22,Fort de France,97200,Immeuble,"Immeuble de quatre boutiques , quatre sudios ,un T2 , deux T",894000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201619545113028/
30/10/22,Fort de France,97200,Immeuble,Immeuble R+4 avec un rendement locative important,525000,0,0,425.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/201619545112995/
30/10/22,Fort de France,97200,Appartement,Résidence Grand Large vue Marina Etang Z Abricot - FORT DE F,299000,3,2,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/191217193984998/
30/10/22,Fort de France,97200,Local commercial,A vendre Fonds de commerce SALON DE COIFFURE,46000,0,0,45.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/191235389837395/
30/10/22,Fort de France,97200,Terrain,Terrain de 117 m2 à Terres Sainville,60000,0,0,117.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/191185215007946/
30/10/22,Fort de France,97200,Maison / Villa,Maison de ville atypique,160000,2,0,80.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/191011145646412/
30/10/22,Fort de France,97200,Terrain,TERRAIN 7630 M² - JAMBETTE BEAUSEJOUR - FORT DE FRANCE,802500,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/199192220109615/
30/10/22,Fort de France,97200,Terrain,TERRAIN 121 M² - FORT DE FRANCE,47000,0,0,121.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/199162222903078/
30/10/22,Fort de France,97200,Immeuble,IMMEUBLE RECENT COMPOSE DE 3 APPARTEMENTS F3 EN BON ETAT - F,325000,9,6,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/199414037838685/
30/10/22,Fort de France,97200,Terrain,Terrain constructible vue sur baie,57000,0,0,432.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/198134207993610/
30/10/22,Fort de France,97200,Fonds de commerce,"Centre de Fort de France, local commercial refait à neuf",147150,1,0,62.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/195314551665236/
30/10/22,Fort de France,97200,Immeuble,Immeuble de 340 M² au centre ville de Fort-De-France,236500,0,0,232.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/195254254426213/
30/10/22,Fort de France,97200,Parking,Place de parking Centre Ville,17250,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/195191030611088/
30/10/22,Fort de France,97200,Maison / Villa,"BEL ENSEMBLE IMMOBILIER 2 VILLAS, UN BUNGALOW ET UN F2, PISC",708000,10,8,500.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/193201819938604/
30/10/22,Fort de France,97200,Terrain,BEAU TERRAIN DANS SECTEUR CALME ET RESIDENTIEL,220000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/192221452707133/
30/10/22,Fort de France,97200,Maison / Villa,MAISON F4 - 94 m² - FORT DE FRANCE,123000,4,3,87.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/192192049814831/
30/10/22,Fort de France,97200,Maison / Villa,"Maison de ville, idéale première acquisition",90000,3,2,50.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/192171033913580/
30/10/22,Fort de France,97200,Maison / Villa,Affaire à saisir urgent !,190000,6,5,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/191234429313258/
30/10/22,Fort de France,97200,Bureaux,Beau local professionnel de 72 m² en étage à Fort-de-France,88000,4,0,77.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/181229424719707/
30/10/22,Fort de France,97200,Immeuble,A vendre immeuble de 3 logements sur Sainte-Thérèse,300000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/181119194460227/
30/10/22,Fort de France,97200,Local commercial,EN RDC CE LOCAL AU SEIN DE LA CLINIQUE SAINT PAUL,130000,1,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/181111732511726/
30/10/22,Fort de France,97200,Immeuble,Immmeuble de rapport (Commerce + 3 logements) à FdeF,609000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/189124391251562/
30/10/22,Fort de France,97200,Local commercial,AFFAIRE A SAISIR DS SECTEUR RECHERCHE,216000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/189112023665735/
30/10/22,Fort de France,97200,Maison / Villa,PETIT ENSEMBLE IMMOBILIER COMPOSE D'UN STUDIO ET DE 3 F3 - F,205000,10,6,206.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/187311951859388/
30/10/22,Fort de France,97200,Local commercial,Local commercial /bureau professionnel au c½ur de Fort de Fr,268750,2,0,70.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/186197125045689/
30/10/22,Fort de France,97200,Fonds de commerce,Vente Fonds de commerce à Fort de France,0,0,0,70.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/186554333559385/
30/10/22,Fort de France,97200,Immeuble,Vente Immeuble à Fort de France,940000,0,0,0.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/186554333559343/
30/10/22,Fort de France,97200,Terrain,Beau terrain de 280 m² en plein centre ville,395000,0,0,280.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/185297279096950/
30/10/22,Fort de France,97200,Fonds de commerce,Local professionnel de 150m² à Valmenière,337050,5,0,150.0,14.6027962,-61.0676724,https://www.domimmo.com/martinique/immobilier/185174178435585/
